YEAR,gender,age,age_group,education,employment_type,employment_status,occupation,industry,company_size,work_hours,shift_work,night_work,physical_risk1,physical_risk2,physical_risk3,physical_risk4,physical_risk5,physical_risk6,physical_risk7,physical_risk8,physical_risk9,ergonomic_risk1,ergonomic_risk2,ergonomic_risk3,ergonomic_risk4,ergonomic_risk5,ergonomic_risk6,psychosocial_risk1,psychosocial_risk2,psychosocial_risk3,health_condition,work_related_disease,injury_absence_days,illness_absence_days,presenteeism,sleep_quality1,sleep_quality2,sleep_quality3,well_being,working_years,safety_training,training_participation
2023,1,62,60,4.0,1.0,,7,3,,50.0,,,3.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,6.0,7.0,1.0,7.0,1.0,5.0,5.0,4.0,2.0,,,2.0,3.0,3.0,3.0,4.0,32.0,4.0,
2023,2,61,60,4.0,1.0,,7,3,,50.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,,,2.0,5.0,5.0,5.0,4.0,30.0,4.0,
2023,1,67,60,4.0,1.0,,7,3,,60.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,4.0,4.0,7.0,4.0,6.0,7.0,3.0,1.0,,,2.0,4.0,3.0,4.0,4.0,35.0,3.0,
2023,2,32,30,6.0,3.0,1.0,7,9,,50.0,,,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,5.0,2.0,6.0,5.0,6.0,7.0,7.0,2.0,2.0,,,2.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0
2023,1,73,60,4.0,1.0,,7,19,,72.0,,,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,6.0,2.0,7.0,7.0,7.0,7.0,3.0,2.0,,,2.0,5.0,4.0,5.0,3.0,50.0,3.0,
2023,2,65,60,4.0,3.0,2.0,9,14,,40.0,,,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,6.0,1.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,,,2.0,5.0,3.0,4.0,3.0,10.0,2.0,2.0
2023,1,59,50,4.0,3.0,1.0,7,19,,66.0,,,3.0,7.0,4.0,6.0,5.0,5.0,6.0,5.0,7.0,5.0,7.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,2.0,,,2.0,3.0,3.0,3.0,4.0,12.0,4.0,2.0
2023,1,65,60,4.0,3.0,1.0,7,3,,48.0,,,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,6.0,5.0,6.0,7.0,7.0,2.0,2.0,,,2.0,4.0,5.0,4.0,3.0,25.0,2.0,2.0
2023,1,57,50,5.0,2.0,,8,3,,50.0,,,3.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,5.0,7.0,4.0,7.0,7.0,3.0,2.0,,,2.0,5.0,4.0,5.0,4.0,18.0,2.0,
2023,2,60,60,5.0,3.0,1.0,7,3,,54.0,,,3.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,4.0,3.0,7.0,7.0,7.0,7.0,2.0,2.0,,,2.0,4.0,3.0,5.0,4.0,8.0,2.0,2.0
2023,1,48,40,4.0,3.0,1.0,7,3,,60.0,,,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,3.0,5.0,5.0,7.0,7.0,7.0,2.0,2.0,,,2.0,4.0,3.0,5.0,3.0,15.0,2.0,2.0
2023,2,47,40,4.0,3.0,1.0,7,3,,50.0,,,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,2.0,3.0,7.0,7.0,7.0,2.0,2.0,,,2.0,5.0,3.0,5.0,3.0,10.0,1.0,2.0
2023,1,63,60,5.0,3.0,1.0,7,3,,48.0,,,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,,,2.0,4.0,5.0,5.0,4.0,25.0,2.0,2.0
2023,1,64,60,5.0,3.0,1.0,8,6,,48.0,,,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,4.0,5.0,5.0,3.0,2.0,,,2.0,4.0,4.0,4.0,2.0,20.0,2.0,2.0
2023,1,51,50,4.0,3.0,1.0,8,7,,48.0,,,6.0,7.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,7.0,3.0,4.0,4.0,7.0,3.0,6.0,7.0,3.0,1.0,,,1.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0
2023,1,69,60,4.0,1.0,,7,19,,60.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,7.0,4.0,7.0,7.0,3.0,2.0,,,2.0,4.0,5.0,4.0,4.0,35.0,2.0,
2023,1,60,60,6.0,3.0,1.0,7,19,,54.0,,,5.0,4.0,5.0,5.0,7.0,6.0,7.0,6.0,7.0,5.0,6.0,7.0,3.0,5.0,6.0,7.0,7.0,7.0,3.0,2.0,,,2.0,5.0,4.0,5.0,3.0,18.0,2.0,2.0
2023,2,51,50,4.0,3.0,1.0,7,3,,55.0,,,3.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,7.0,6.0,7.0,7.0,2.0,2.0,,,2.0,4.0,3.0,5.0,2.0,8.0,2.0,2.0
2023,1,23,20,4.0,3.0,2.0,9,3,,40.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,4.0,7.0,4.0,2.0,5.0,2.0,2.0,7.0,7.0,2.0,2.0,,,2.0,4.0,5.0,4.0,2.0,,2.0,2.0
2023,1,73,60,4.0,3.0,1.0,9,14,,50.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,7.0,4.0,7.0,7.0,3.0,2.0,,,2.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0
2023,1,49,40,4.0,1.0,,7,6,1.0,50.0,,,3.0,3.0,3.0,6.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,4.0,2.0,6.0,5.0,5.0,7.0,6.0,3.0,1.0,,,1.0,4.0,5.0,4.0,3.0,3.0,2.0,
2023,2,30,30,5.0,3.0,1.0,9,9,,60.0,,,4.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,2.0,6.0,7.0,6.0,7.0,7.0,2.0,2.0,,,2.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0
2023,2,59,50,4.0,1.0,,7,19,,60.0,,,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,7.0,7.0,7.0,7.0,2.0,2.0,,,2.0,5.0,4.0,5.0,3.0,25.0,2.0,
2023,1,57,50,5.0,3.0,1.0,8,3,,5.0,,,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,4.0,7.0,7.0,2.0,2.0,,,2.0,4.0,3.0,4.0,2.0,32.0,2.0,1.0
2023,2,56,50,5.0,3.0,1.0,7,3,,50.0,,,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,5.0,7.0,6.0,7.0,7.0,2.0,2.0,,,2.0,4.0,3.0,5.0,2.0,17.0,1.0,1.0
2023,1,41,40,6.0,3.0,1.0,9,14,,44.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,7.0,4.0,7.0,7.0,2.0,2.0,,,2.0,4.0,5.0,4.0,3.0,10.0,2.0,2.0
2023,1,59,50,4.0,2.0,,7,3,,60.0,,,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,6.0,7.0,4.0,7.0,7.0,2.0,2.0,,,2.0,4.0,5.0,4.0,3.0,15.0,2.0,
2023,1,53,50,4.0,3.0,1.0,7,3,,60.0,,,3.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,3.0,7.0,7.0,6.0,2.0,3.0,7.0,7.0,7.0,3.0,1.0,,5.0,2.0,4.0,3.0,5.0,3.0,20.0,2.0,2.0
2023,1,54,50,4.0,3.0,1.0,8,3,,50.0,,,2.0,2.0,2.0,7.0,4.0,7.0,7.0,7.0,7.0,2.0,7.0,2.0,4.0,4.0,2.0,7.0,7.0,7.0,3.0,2.0,,,1.0,3.0,4.0,3.0,5.0,10.0,3.0,2.0
2023,2,55,50,4.0,3.0,1.0,9,14,,50.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,7.0,4.0,2.0,5.0,6.0,2.0,6.0,6.0,3.0,1.0,,,1.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0
2023,1,70,60,4.0,1.0,,8,3,,60.0,,,6.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,1.0,3.0,1.0,7.0,7.0,2.0,2.0,,,2.0,4.0,4.0,4.0,4.0,20.0,2.0,
2023,1,56,50,4.0,2.0,,8,19,,54.0,,,1.0,4.0,5.0,4.0,3.0,3.0,2.0,5.0,6.0,3.0,4.0,5.0,1.0,5.0,2.0,2.0,4.0,6.0,3.0,2.0,,,2.0,4.0,4.0,4.0,4.0,10.0,2.0,
2023,1,51,50,4.0,3.0,2.0,9,3,,35.0,,,7.0,5.0,2.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,2.0,7.0,4.0,5.0,6.0,6.0,3.0,2.0,,,2.0,5.0,5.0,5.0,4.0,,3.0,2.0
2023,1,59,50,4.0,1.0,,7,19,,50.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,1.0,2.0,1.0,5.0,7.0,3.0,2.0,,,2.0,4.0,4.0,4.0,4.0,10.0,2.0,
2023,2,63,60,4.0,1.0,,7,3,,52.0,,,7.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,5.0,3.0,4.0,6.0,4.0,6.0,5.0,6.0,5.0,3.0,2.0,,,2.0,3.0,2.0,4.0,3.0,3.0,2.0,
2023,2,38,30,6.0,1.0,,7,3,,45.0,,,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,3.0,6.0,1.0,1.0,6.0,3.0,2.0,,,2.0,4.0,5.0,4.0,3.0,4.0,2.0,
2023,1,29,20,5.0,3.0,1.0,8,14,,49.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,1.0,7.0,2.0,5.0,7.0,3.0,2.0,,,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0
2023,1,49,40,5.0,1.0,,7,7,,60.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,4.0,4.0,5.0,1.0,6.0,6.0,3.0,1.0,,,1.0,3.0,3.0,3.0,5.0,8.0,3.0,
2023,1,52,50,5.0,3.0,1.0,8,3,,45.0,3.0,,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,4.0,7.0,5.0,5.0,1.0,4.0,7.0,7.0,7.0,3.0,1.0,,,2.0,3.0,3.0,3.0,5.0,13.0,3.0,1.0
2023,1,75,60,4.0,1.0,,7,3,,60.0,,,4.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,4.0,4.0,5.0,1.0,6.0,6.0,4.0,2.0,,,1.0,2.0,2.0,2.0,5.0,20.0,3.0,
2023,2,76,60,3.0,4.0,,7,3,,60.0,,,5.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,4.0,4.0,4.0,5.0,1.0,5.0,5.0,4.0,1.0,,,1.0,3.0,3.0,3.0,6.0,20.0,3.0,
2023,1,51,50,4.0,3.0,3.0,7,14,,20.0,,,6.0,5.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,3.0,1.0,7.0,5.0,7.0,6.0,5.0,2.0,2.0,,,2.0,4.0,4.0,4.0,2.0,,3.0,2.0
2023,2,28,20,4.0,3.0,1.0,9,9,,45.0,,,7.0,5.0,5.0,4.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,5.0,2.0,6.0,5.0,5.0,3.0,4.0,3.0,2.0,,,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0
2023,2,34,30,4.0,3.0,3.0,7,6,,40.0,,,4.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,3.0,6.0,7.0,2.0,2.0,7.0,1.0,5.0,5.0,5.0,3.0,2.0,,,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0
2023,1,31,30,5.0,1.0,,9,9,,48.0,,,5.0,6.0,5.0,3.0,7.0,7.0,7.0,7.0,7.0,2.0,5.0,5.0,1.0,6.0,3.0,2.0,5.0,5.0,2.0,2.0,,,2.0,5.0,4.0,4.0,2.0,1.0,2.0,
2023,1,62,60,4.0,1.0,,7,6,,65.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,3.0,5.0,4.0,1.0,6.0,6.0,3.0,2.0,,,2.0,3.0,3.0,4.0,4.0,20.0,3.0,
2023,2,63,60,4.0,3.0,1.0,7,3,,40.0,,,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,2.0,2.0,7.0,7.0,7.0,2.0,2.0,,,2.0,4.0,3.0,3.0,3.0,12.0,2.0,2.0
2023,1,64,60,6.0,3.0,1.0,8,3,,40.0,,,6.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,5.0,6.0,4.0,6.0,7.0,7.0,7.0,3.0,2.0,0.0,0.0,2.0,5.0,4.0,4.0,4.0,16.0,2.0,2.0
2023,1,47,40,5.0,3.0,1.0,7,3,,40.0,,,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,6.0,2.0,7.0,7.0,7.0,2.0,2.0,,,7.0,5.0,4.0,5.0,2.0,9.0,2.0,2.0
2023,1,63,60,3.0,3.0,1.0,8,3,,40.0,,,2.0,4.0,5.0,6.0,3.0,5.0,7.0,7.0,7.0,3.0,7.0,6.0,3.0,6.0,6.0,7.0,7.0,7.0,2.0,2.0,,,2.0,5.0,5.0,4.0,3.0,10.0,2.0,1.0
2023,1,52,50,5.0,2.0,,7,19,,40.0,,,3.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,7.0,5.0,6.0,5.0,2.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,,,2.0,5.0,4.0,5.0,3.0,12.0,2.0,
2023,1,57,50,4.0,1.0,,8,8,,56.0,,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,10.0,3.0,
2023,2,65,60,4.0,3.0,2.0,9,16,,40.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,5.0,7.0,7.0,7.0,5.0,3.0,2.0,,,2.0,2.0,3.0,3.0,4.0,12.0,3.0,2.0
2023,1,63,60,4.0,3.0,1.0,8,3,,40.0,,,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,4.0,4.0,4.0,7.0,7.0,7.0,2.0,2.0,,,2.0,5.0,4.0,4.0,3.0,6.0,1.0,2.0
2023,1,60,60,4.0,3.0,1.0,9,7,,40.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,6.0,4.0,6.0,6.0,1.0,2.0,,,2.0,5.0,4.0,5.0,3.0,5.0,2.0,2.0
2023,1,40,40,6.0,3.0,1.0,8,3,,40.0,,,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,7.0,7.0,7.0,7.0,1.0,2.0,,,2.0,5.0,5.0,4.0,2.0,4.0,1.0,2.0
2023,2,63,60,4.0,3.0,1.0,9,9,,36.0,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,1.0,2.0,,,2.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0
2023,2,53,50,4.0,3.0,1.0,9,11,,30.0,,,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,3.0,2.0,,,2.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0
2023,1,55,50,5.0,3.0,1.0,8,7,,8.0,,,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,4.0,6.0,4.0,6.0,7.0,7.0,7.0,3.0,2.0,30.0,0.0,2.0,5.0,5.0,5.0,3.0,8.0,2.0,2.0
2023,2,66,60,4.0,1.0,,8,19,,,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,2.0,7.0,7.0,7.0,4.0,2.0,0.0,7.0,2.0,4.0,3.0,4.0,4.0,16.0,2.0,
2023,1,70,60,4.0,1.0,,8,19,,60.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,,,2.0,5.0,4.0,4.0,4.0,17.0,2.0,
2023,1,59,50,5.0,3.0,1.0,8,3,,40.0,,,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,2.0,6.0,5.0,7.0,7.0,7.0,3.0,2.0,,,2.0,5.0,5.0,5.0,3.0,22.0,2.0,2.0
2023,1,68,60,5.0,1.0,,8,8,,10.0,,10.0,2.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,2.0,2.0,7.0,7.0,7.0,3.0,2.0,0.0,5.0,2.0,5.0,4.0,5.0,3.0,23.0,2.0,
2023,1,60,60,4.0,2.0,,7,6,,48.0,,,3.0,7.0,6.0,6.0,4.0,7.0,7.0,7.0,7.0,3.0,7.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,1.0,2.0,,,2.0,5.0,5.0,5.0,2.0,20.0,1.0,
2023,1,62,60,4.0,3.0,1.0,7,6,,45.0,,,3.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,7.0,7.0,7.0,1.0,2.0,,,2.0,5.0,5.0,5.0,2.0,5.0,1.0,2.0
2023,1,60,60,4.0,3.0,1.0,7,3,,43.0,,,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,6.0,1.0,2.0,,,2.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0
2023,2,61,60,3.0,3.0,2.0,9,14,,30.0,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,,4.0,4.0,3.0,7.0,7.0,7.0,3.0,2.0,,,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0
2023,1,61,60,5.0,1.0,,7,19,,50.0,,,5.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,7.0,4.0,7.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,3.0,2.0,,,2.0,4.0,4.0,5.0,4.0,25.0,2.0,
2023,2,52,50,6.0,1.0,,7,3,,50.0,,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,2.0,2.0,,,2.0,5.0,4.0,5.0,3.0,7.0,2.0,
